,reviews,stars,date,country,verified,corpus,polarity,label,recommendation
10,"✅ Trip Verified | This is a route I fly regularly. Used first class security and lounge all good. Lounge surprisingly not so busy. Was great to see we weren't departing from the dreaded A10 bus gate, and the flight was on time. Boarded and ready to go on time and then.... Six passengers were a no show. A 50 minute delay to offload the bags and depart, longer than the actual flight itself. There has to be a better process for fast tracking this. Hence finally arrived in Paris 45 mins late. On the plus side the cabin crew were great and even had a personal welcome from the inflight manager which happens less and less these days.",1.0,2024-06-26,United Kingdom,True,route fly regularly used first class security lounge good lounge surprisingly busy great see departing dreaded bus gate flight time boarded ready go time six passenger show minute delay offload bag depart longer actual flight better process fast tracking hence finally arrived paris min late plus side cabin crew great even personal welcome inflight manager happens le le day,0.32333333333333336,Positive,Not Recommended
11,"✅ Trip Verified |  Four very pleasant, on time flights with friendly, helpful staff. The guy on the LHR/SFO leg was exceptional and I regret that I have forgotten his name. Only negative was the food on the SFO/LHR leg. The advertised filet steak was more akin to stewing steak and was inedible. Sadly this is not the only occasion I have food on US/UK flights to be sub standard. Otherwise happy to recommend BA.",5.0,2024-06-18,United Kingdom,True,four pleasant time flight friendly helpful staff guy lhr sfo leg exceptional regret forgotten name negative food sfo lhr leg advertised filet steak akin stewing steak inedible sadly occasion food u uk flight sub standard otherwise happy recommend ba,0.25357142857142856,Positive,Not Recommended
12,"Not Verified |   We travel extensively over 25 years and tend to use BA on our regular trips where possible and in recent years we have had overall good service from them however more recently we have experienced flight delays, operational issues, flight cancellations, poor check-in experiences etc. On our last two recent trips, one to Zurich and another to Iceland they had cancelled our return flight an hour or so prior to the scheduled departure time despite the flight showing as on time and no problems being reported. We have just returned from Iceland and our experience was one of the worst we have ever had with BA. Again our flight was just cancelled due to operational reasons but what made matters worse on this occasion was the flight was quite early at 7:45am. We went to bed at around 11pm (night before), checked the flight and it showed as being on time with again no issues being reported so we went to sleep fairly rest assured the the flight would be fine. We woke up at 5:30am and then discovered our flight had been cancelled without any warning! We were then left with virtually no other return flight options for that day. It soon got worse as the earliest flight option then being offered by BA was 3 days later! We opted to choose Tuesday with BA as we were left with no other option! If we hadn't acted quickly the Tuesday availability was sure to sell out leaving us with a return option of Wednesday onwards having experienced the same problem with BA in Zurich back in December. We were lucky on this occasion as BA offered several flights back on the same day in Zurich but this wasn't the case with Iceland! We were then left in a right predicament as hotel availability in Iceland was very limited to non existent given the very short notice of our cancelled flight. Our hotel was fully booked and our hire car had to be returned to the airport. From a logistical point of view this was a complete nightmare having to then rebook another hire car and to find alternative hotels. We then decided to search for any in-direct flights online to get us back to the UK sooner with another airline and after a good half hour of searching we came across an in-direct flight into Gatwick with Norwegian Air but it went via Oslo and a total journey time of 8 hours! This was not ideal as our car was in Heathrow! Assessing our options which were virtually none, we had no guarantees that the flight with BA on Tuesday would also have proceeded on time and checking with Norwegian Air both flights were on time and looked promising so we decided to get these booked at an additional expense of £600! If we had stayed in Iceland we would have also incurred additional cost to then fight back with BA or the insurance company. Our priority was to return home ASAP as we had important work and personal commitments on the Monday so we had to return ASAP. We eventually flew back fine with Norwegian Air and the service we received was far superior to that of BA. The boarding process was slick on both flights compared to a complete shambles with BA. Norwegian Air offered a full food trolley service with soft drinks, tea's and also a range of alcoholic drinks. Compare this to just the water and snack bar on BA!! Both flights were on time and we eventually landed in Gatwick shortly after our expected arrival time. We got back very late home after having to then book a hire car at Gatwick and in the morning we contacted BA to cancel our alternative Tuesday flight ",9.0,2024-06-18,United Kingdom,False,verified travel extensively year tend use ba regular trip possible recent year overall good service however recently experienced flight delay operational issue flight cancellation poor check experience etc last two recent trip one zurich another iceland cancelled return flight hour prior scheduled departure time despite flight showing time problem reported returned iceland experience one worst ever ba flight cancelled due operational reason made matter worse occasion flight quite early went bed around pm night checked flight showed time issue reported went sleep fairly rest assured flight would fine woke discovered flight cancelled without warning left virtually return flight option day soon got worse earliest flight option offered ba day later opted choose tuesday ba left option acted quickly tuesday availability sure sell leaving u return option wednesday onwards experienced problem ba zurich back december lucky occasion ba offered several flight back day zurich case iceland left right predicament hotel availability iceland limited non existent given short notice cancelled flight hotel fully booked hire car returned airport logistical point view complete nightmare rebook another hire car find alternative hotel decided search direct flight online get u back uk sooner another airline good half hour searching came across direct flight gatwick norwegian air went via oslo total journey time hour ideal car heathrow assessing option virtually none guarantee flight ba tuesday would also proceeded time checking norwegian air flight time looked promising decided get booked additional expense stayed iceland would also incurred additional cost fight back ba insurance company priority return home asap important work personal commitment monday return asap eventually flew back fine norwegian air service received far superior ba boarding process slick flight compared complete shamble ba norwegian air offered full food trolley service soft drink tea also range alcoholic drink compare water snack bar ba flight time eventually landed gatwick shortly expected arrival time got back late home book hire car gatwick morning contacted ba cancel alternative tuesday flight,0.09621031746031748,Negative,Recommended
13,"✅ Trip Verified |  Flight delayed an hour due to bad weather around JFK however this was made up during the flight, only to be delayed again by weather over LHR. Spending an extra hour in the American/BA lounge at JFK was not ideal. Cold environment, cold staff, indifferent to the travellers needs. One area was exceptionally dirty with plates on the tables and napkins strewn on the floor. Waited for a drink as no one to serve. Played a game of find the chips/crisps - which were hidden on a table in a dark corner in one of the 3 areas. This is a crazy expensive route in Business Class and it feels like a rip off across all the airlines however the quality of BA's business class has much improved with the introduction of the suites. The privacy is a big improvement as too is the seat comfort and I managed a good 3hr sleep on the overnight red-eye flight. Food service was very efficient for those that wanted it and did the trick so late at night. Aside from getting a decent rest on the relatively short flight the other highlight was the flight attendant. Unfortunately, I didn't catch his name but he was superb, being responsive to the few requests I made and remembered my name throughout the flight. A small but very valued touch that is often missing with business class flight attendants on BA. Very good experience all round except the price which is reflected in my value for money rating.",2.0,2024-06-17,United Kingdom,True,flight delayed hour due bad weather around jfk however made flight delayed weather lhr spending extra hour american ba lounge jfk ideal cold environment cold staff indifferent traveller need one area exceptionally dirty plate table napkin strewn floor waited drink one serve played game find chip crisp hidden table dark corner one area crazy expensive route business class feel like rip across airline however quality ba business class much improved introduction suite privacy big improvement seat comfort managed good hr sleep overnight red eye flight food service efficient wanted trick late night aside getting decent rest relatively short flight highlight flight attendant unfortunately catch name superb responsive request made remembered name throughout flight small valued touch often missing business class flight attendant ba good experience round except price reflected value money rating,-0.05431034482758617,Positive,Not Recommended
14,✅ Trip Verified |  A very full flight made Premium Economy feel a little less premium than you should expect for the price however the smaller cabin configuration and slightly roomier seating made the journey relaxing enough. Catering was pretty good and the inflight service was efficient and friendly. Arrived on time and no delays with baggage delivery. No complaints as PE served it's function for the relatively short 7.5hr flight.,8.0,2024-06-17,United Kingdom,True,full flight made premium economy feel little le premium expect price however smaller cabin configuration slightly roomier seating made journey relaxing enough catering pretty good inflight service efficient friendly arrived time delay baggage delivery complaint pe served function relatively short hr flight,0.10208333333333333,Positive,Recommended
15,"✅ Trip Verified |  I am surprised to be able to give a favourable review of the flight. European Business Class is typically 3x3 seating with the middle seat on each group of three left empty. Leg room is never generous and BA is at the bottom of the generous barrel in this respect. However, on this occasion at least and as the flight is one hour that was not an issue. Cabin crew were great, very professional and efficient, cabin was clean and aircraft seemed pretty up to date. I was surprised to find that business class was served an 'afternoon tea' complete with champagne (much nicer than the poor Prosecco in the lounge). We had three small sandwiches, chocolate cake and a choice of plain or fruit scone. Strawberry jam and clotted cream on the side for those who wanted them. It all tasted great, I didn't try the chocolate cake, and there was just about enough time to eat it before landing. The crew worked very hard to complete service in time so well done them.",1.0,2024-06-15,United Kingdom,True,surprised able give favourable review flight european business class typically x seating middle seat group three left empty leg room never generous ba bottom generous barrel respect however occasion least flight one hour issue cabin crew great professional efficient cabin clean aircraft seemed pretty date surprised find business class served afternoon tea complete champagne much nicer poor prosecco lounge three small sandwich chocolate cake choice plain fruit scone strawberry jam clotted cream side wanted tasted great try chocolate cake enough time eat landing crew worked hard complete service time well done,0.07700216450216452,Positive,Not Recommended
16,"✅ Trip Verified |  Flew British Airways on BA 434 London Heathrow to Amsterdam. I was able to check in at the BA First Class check in area in Terminal 5 and this is very fast and efficient. The lounge was quite busy; however, I was able to find space. The food, snacks, and drinks available was excellent as was the overall service. I also like the BA First Class Check in area as the security clearance is fast. Boarding was a little chaotic, however we boarded on time and the take off runway was close to the departing gate, therefore no delays. The flight itself was quite good as was the cabin crew and the meal service.",8.0,2024-06-10,United Kingdom,True,flew british airway ba london heathrow amsterdam able check ba first class check area terminal fast efficient lounge quite busy however able find space food snack drink available excellent overall service also like ba first class check area security clearance fast boarding little chaotic however boarded time take runway close departing gate therefore delay flight quite good cabin crew meal service,0.3009615384615385,Positive,Recommended
17,"✅ Trip Verified |  BA cancelled the flight from Tokyo to LHR. I was booked on next day flight. There was another flight on the same day. I went to the desk, but the flight was full. BA in charge offers another flight through Hong Kong which would have been 26h flight time. I declined that, and asked to stay on the next day flight. To my dismay he cancelled the next day flight without telling me he did that. I think he was annoyed that I didn’t accept the offer after he spent sometime looking for. In fact I am the one who should be annoyed for cancelling my flight. I ended up flying another airline with downgrading. Poor service, and appalling behaviour. You expect better from BA.",9.0,2024-06-09,United Kingdom,True,ba cancelled flight tokyo lhr booked next day flight another flight day went desk flight full ba charge offer another flight hong kong would h flight time declined asked stay next day flight dismay cancelled next day flight without telling think annoyed accept offer spent sometime looking fact one annoyed cancelling flight ended flying another airline downgrading poor service appalling behaviour expect better ba,-0.08,Negative,Recommended
18,"✅ Trip Verified | My partner and I were on the BA2166 return flight from Tampa to Gatwick and I was very excited as had paid for a upgrade to Business Class, my partner flies BC with BA a lot for work but this was only my second time, we decided as it was the end of our holiday that have this will help us get some quality sleep. Unfortunately that was not to be. Also in Business Class were two families with children under 5. It was a very long flight listening to a toddler not just crying but screaming for seven out of the eight hours. Now its not the childrens fault, I do however think that the cabin crew could have maybe internvene and helped a little more but also BA should have informed us as we paid alot of money and quite frankly could have saved that money and just had economy ticket as at least we would be a few grand better off. What with that and how the checking in ground staff were treating us as if we were an inconvenience we will rethink BA moving forward.",1.0,2024-06-03,United Kingdom,True,partner ba return flight tampa gatwick excited paid upgrade business class partner fly bc ba lot work second time decided end holiday help u get quality sleep unfortunately also business class two family child long flight listening toddler cry screaming seven eight hour childrens fault however think cabin crew could maybe internvene helped little also ba informed u paid alot money quite frankly could saved money economy ticket least would grand better checking ground staff treating u inconvenience rethink ba moving forward,0.12638888888888888,Positive,Not Recommended
19,"✅ Trip Verified |  I should like to review my flight with British Airways from Hannover to London Heathrow. Firstly, the website was very easy to use, however, I object to the policy put in place with regards to having to pay for preferred seating. Checking-in online was a very easy process other than being presented with the fee to select a seat. At the boarding gate in Hannover the staff were superb, they insisted that people with larger bags turned over the bags for check-in. I was included in this. The staff were very fair and polite and imposed this policy evenly and in a firm but polite manner. The flight took off reasonably on-time. The cabin crew were very good and coped really well with what was an entirely full flight. The now usual small bottle of water and a tiny snack the size of a UK 50p coin were issued to the passengers. On this flight, the Captain was very vocal in the nicest possible way. He oozed a sense of professionalism and was well spoken with clear and informative announcements. Disembarkation was orderly, however the cabin crew were nowhere to be seen when leaving the aircraft. Given that this was a very short flight and given the full nature of the flight too the cabin crew deserve an applause for their professionalism. This experience has turned around my less than positive experience with this airline a few months ago. Well done to the ground staff and cabin crew for making this a pleasant and civilized journey!",1.0,2024-06-01,United Kingdom,True,like review flight british airway hannover london heathrow firstly website easy use however object policy put place regard pay preferred seating checking online easy process presented fee select seat boarding gate hannover staff superb insisted people larger bag turned bag check included staff fair polite imposed policy evenly firm polite manner flight took reasonably time cabin crew good coped really well entirely full flight usual small bottle water tiny snack size uk p coin issued passenger flight captain vocal nicest possible way oozed sense professionalism well spoken clear informative announcement disembarkation orderly however cabin crew nowhere seen leaving aircraft given short flight given full nature flight cabin crew deserve applause professionalism experience turned around le positive experience airline month ago well done ground staff cabin crew making pleasant civilized journey,0.24442148760330581,Positive,Not Recommended
20,"✅ Trip Verified |  I booked a long haul flight to Singapore with British Airways because I thought I could rely on them to provide good and reliable service. Unfortunately this wasn't the case hence this review. Knowing I would be able to fall asleep watching movies or TV shows on their in flight entertainment system was something I was looking forward to on this overnight flight. However, my console didn't work and instead I had a loud screaming toddler in the seat behind me that kept kicking my seat and some babies in Front. Only two hours into this already hell of a journey were we told that we should buy the WiFi pass for which we will get fully reimbursed. I followed up several times throughout the flight with the cabin crew who assured me they will take a note of my seat number and someone from customer service will contact me with reimbursement. This wasn't the case. After waiting for several days I contacted them myself and instead of the 21.99 reimbursement that I can use towards a nice meal on holiday they've given me 5000 AVIOs. I never want to fly with them again so why give me service points when I was told by cabin crew I would be refunded - the only reason I even bought this WiFi pass as it's not even good enough to watch anything with because the connection quality is so poor. What a waste of a flight and £22. These are 14 hrs of my life I will never get back and forever remember. I will remember BA as the brand that once was that no longer is. Their cabin crew seemed overworked and overwhelmed and even when you pressed the attention buzzer no one came. If you can avoid booking with BA go ahead. ",1.0,2024-05-29,United Kingdom,True,booked long haul flight singapore british airway thought could rely provide good reliable service unfortunately case hence review knowing would able fall asleep watching movie tv show flight entertainment system something looking forward overnight flight however console work instead loud screaming toddler seat behind kept kicking seat baby front two hour already hell journey told buy wifi pas get fully reimbursed followed several time throughout flight cabin crew assured take note seat number someone customer service contact reimbursement case waiting several day contacted instead reimbursement use towards nice meal holiday given avios never want fly give service point told cabin crew would refunded reason even bought wifi pas even good enough watch anything connection quality poor waste flight hr life never get back forever remember remember ba brand longer cabin crew seemed overworked overwhelmed even pressed attention buzzer one came avoid booking ba go ahead,0.11562500000000002,Negative,Not Recommended
21,"✅ Trip Verified |  A premium price for a sub-par product - flew BA (031/032) LHR and HKG and return in May. We had originally booked when the aircraft was allocated the club suites - paid for seat selection. A couple of months prior to the trip, the aircraft was changed to the 2/3/2 layout with the yin/yang seat configuration. We had been allocated 2 of the 3 middle seats, so paid again to select the window and aisle. The hard product is poor - the seat space lacks any form of storage that remains accessible when the seat is in the flat position - nowhere to put specs, a book or phone. Additionally, the window seat passenger has to climb over the feet of another passenger to use the toilet etc - really poor layout. The planes on both legs of the journey were tired and shabby. The crew on the outward journey were enthusiastic and helpful - the return crew seemed less adept at managing the service. The outbound catering was acceptable - but the presentation on tiny plates does not compare favourably with competitors. The catering inbound was very poor. The welcome ‘champagne’ was truly awful. This is a poor product at a premium price - and sad to say, this pair of self-funding passengers won’t choose to repeat the experience. The lounge at Heathrow on the outbound sector was packed to the rafters and was a poor experience. Very disappointing.",2.0,2024-05-26,United Kingdom,True,premium price sub par product flew ba lhr hkg return may originally booked aircraft allocated club suite paid seat selection couple month prior trip aircraft changed layout yin yang seat configuration allocated middle seat paid select window aisle hard product poor seat space lack form storage remains accessible seat flat position nowhere put spec book phone additionally window seat passenger climb foot another passenger use toilet etc really poor layout plane leg journey tired shabby crew outward journey enthusiastic helpful return crew seemed le adept managing service outbound catering acceptable presentation tiny plate compare favourably competitor catering inbound poor welcome champagne truly awful poor product premium price sad say pair self funding passenger choose repeat experience lounge heathrow outbound sector packed rafter poor experience disappointing,-0.10500000000000001,Negative,Not Recommended
22,"✅ Trip Verified | Very impressed with BA. Check in online was a little convoluted but once through that everything was great. We flew in standard economy and paid to choose our seats - this seems to be standard for all airlines now and how they keep initial prices down, but worth doing so we could sit together. Meals were excellent and drinks great. A simple water and biscuit on our short internal leg but still included and then 1 drink, 1 main meal and 1 snack on our 7 hour leg was better than our last trip on Emirates!! They gave out double drinks at drink service - that was 2 cokes and 2 beers for my partner and he was well pleased! Staff friendly, bags transfered and arrived in good condition and entertainment on route was good too. Will definitely choose BA again over other airlines.",3.0,2024-05-18,United Kingdom,True,impressed ba check online little convoluted everything great flew standard economy paid choose seat seems standard airline keep initial price worth could sit together meal excellent drink great simple water biscuit short internal leg still included drink main meal snack hour leg better last trip emirate gave double drink drink service coke beer partner well pleased staff friendly bag transfered arrived good condition entertainment route good definitely choose ba airline,0.31686507936507935,Positive,Not Recommended
